timestamp_utc,close,tick_volume
1420153380,1184.55,30
1420153440,1184.50,14
1420153500,1184.52,18
1420153560,1184.50,28
1420153620,1184.95,52
1420153680,1185.20,46
1420153740,1185.50,30
1420153800,1185.40,24
1420153860,1185.90,32
1420153920,1186.40,60
1420153980,1186.29,52
1420154040,1186.65,30
1420154100,1186.53,26
1420154160,1186.73,16
1420154220,1186.75,12
1420154280,1186.75,14
1420154340,1187.10,24
1420154400,1187.23,72
1420154460,1187.32,26
1420154520,1187.15,26
1420154580,1187.33,10
1420154640,1187.25,36
1420154700,1186.83,42
1420154760,1186.51,40
1420154820,1186.76,14
1420154880,1186.73,22
1420154940,1186.78,26
1420155000,1186.85,12
1420155060,1186.80,6
1420155120,1187.05,10
1420155180,1187.60,18
1420155240,1187.35,42
1420155300,1186.71,40
1420155360,1186.66,38
1420155420,1186.36,32
1420155480,1186.05,18
1420155540,1186.05,4
1420155600,1186.45,32
1420155660,1186.55,22
1420155720,1186.35,22
1420155780,1186.20,6
1420155840,1186.23,10
1420155900,1186.43,18
1420155960,1186.70,22
1420156020,1186.73,6
1420156080,1186.60,20
1420156140,1186.40,4
1420156200,1186.90,24
1420156260,1186.85,14
1420156320,1186.85,8
1420156380,1186.90,2
1420156440,1187.00,4
1420156560,1186.85,6
1420156620,1187.00,12
1420156680,1186.90,6
1420156740,1186.85,16
1420156800,1186.75,2
1420156860,1186.50,32
1420156920,1186.55,2
1420157040,1186.85,18
1420157100,1187.30,18
1420157160,1186.90,14
1420157220,1186.85,6
1420157280,1186.90,6
1420157340,1186.90,8
1420157400,1186.70,14
1420157460,1186.90,22
1420157520,1186.90,12
1420157580,1187.05,28
1420157640,1187.05,4
1420157700,1187.25,6
1420157760,1186.95,20
1420157820,1187.10,30
1420157880,1187.11,8
1420157940,1187.11,18
1420158000,1187.02,24
1420158060,1186.92,12
1420158120,1187.17,10
1420158180,1187.37,16
1420158240,1187.02,42
1420158300,1187.22,24
1420158360,1187.10,28
1420158420,1187.45,28
1420158480,1187.35,18
1420158540,1187.30,12
1420158600,1187.30,20
1420158660,1187.30,24
1420158720,1188.02,60
1420158780,1187.40,62
1420158840,1187.20,18
1420158900,1187.30,30
1420159020,1187.10,20
1420159080,1187.33,32
1420159140,1187.30,6
1420159200,1186.78,20
1420159260,1186.98,28
1420159320,1187.13,40
1420159380,1187.53,14
1420159440,1187.53,12
1420159500,1188.13,74
1420159560,1187.60,64
1420159620,1187.25,42
1420159680,1186.90,26
1420159740,1186.95,10
1420159800,1187.10,16
1420159860,1187.53,38
1420159920,1187.45,24
1420159980,1187.48,18
1420160040,1187.45,8
1420160100,1187.50,26
1420160160,1187.50,14
1420160220,1187.65,6
1420160280,1187.56,10
1420160340,1187.46,10
1420160400,1187.00,20
1420160460,1186.94,14
1420160520,1187.04,8
1420160580,1186.94,14
1420160640,1186.94,14
1420160700,1186.89,10
1420160760,1186.88,8
1420160820,1186.85,10
1420160880,1186.85,6
1420160940,1186.85,6
1420161060,1186.85,4
1420161120,1186.95,8
1420161240,1186.90,10
1420161300,1186.90,18
1420161360,1186.95,10
1420161420,1186.95,4
1420161480,1186.80,26
1420161540,1186.50,50
1420161600,1186.45,30
1420161660,1186.21,34
1420161720,1185.89,52
1420161780,1185.81,40
1420161840,1185.60,56
1420161900,1185.33,56
1420161960,1184.88,72
1420162020,1185.05,34
1420162080,1184.95,24
1420162140,1184.90,32
1420162200,1184.63,22
1420162260,1184.41,54
1420162320,1184.46,40
1420162380,1184.66,20
1420162440,1184.65,24
1420162500,1184.60,2
1420162620,1184.75,28
1420162680,1185.00,10
1420162740,1185.00,16
1420162800,1185.16,26
1420162860,1185.06,2
1420162920,1184.98,22
1420162980,1185.05,10
1420163040,1185.15,12
1420163100,1185.10,16
1420163160,1185.25,6
1420163220,1185.80,36
1420163280,1185.70,28
1420163340,1185.65,6
1420163400,1185.40,60
1420163460,1185.35,6
1420163520,1185.20,10
1420163580,1185.05,6
1420163640,1185.05,12
1420163760,1185.05,8
1420163940,1185.00,2
1420164000,1185.40,16
1420164060,1185.25,14
1420164120,1185.25,8
1420164180,1185.20,2
1420164240,1185.15,16
1420164300,1185.45,14
1420164360,1185.23,14
1420164480,1184.80,36
1420164540,1184.70,14
1420164600,1184.65,2
1420164660,1184.90,20
1420164780,1184.95,6
1420164840,1184.75,10
1420164900,1184.62,30
1420164960,1184.40,16
1420165020,1184.45,10
1420165080,1184.40,2
1420165140,1184.46,22
1420165200,1184.50,24
1420165260,1184.50,28
1420165320,1184.50,18
1420165380,1184.50,12
1420165440,1184.35,52
1420165500,1184.60,16
1420165560,1184.55,6
1420165620,1184.65,4
1420165680,1184.85,12
1420165740,1184.90,10
1420165800,1184.80,26
1420165860,1184.90,8
1420165920,1184.90,4
1420165980,1184.63,16
1420166040,1184.80,10
1420166100,1184.76,2
1420166160,1184.96,16
1420166220,1185.00,12
1420166280,1185.00,8
1420166340,1185.10,12
1420166400,1185.06,4
1420166460,1184.86,6
1420166520,1185.00,22
1420166580,1184.96,14
1420166640,1184.95,2
1420166700,1184.96,22
1420166760,1184.90,2
1420166820,1184.86,2
1420166880,1185.00,4
1420167000,1184.96,8
1420167060,1184.76,6
1420167120,1184.76,4
1420167180,1184.70,8
1420167240,1184.85,14
1420167300,1184.90,4
1420167360,1184.90,10
1420167480,1184.95,4
1420167540,1185.10,8
1420167600,1185.10,8
1420167660,1185.06,16
1420167720,1185.10,6
1420167840,1185.15,6
1420167900,1185.10,2
1420167960,1184.95,6
1420168020,1184.75,22
1420168080,1184.66,16
1420168140,1184.66,28
1420168200,1184.66,28
1420168260,1184.66,14
1420168320,1184.96,12
1420168380,1185.06,4
1420168440,1185.50,22
1420168500,1185.37,38
1420168560,1185.45,26
1420168620,1185.45,8
1420168680,1185.50,8
1420168740,1185.45,10
1420168800,1185.40,6
1420168860,1185.30,36
1420168920,1185.40,34
1420168980,1185.35,10
1420169040,1185.47,8
1420169100,1185.47,6
1420169160,1185.57,32
1420169220,1185.47,12
1420169280,1185.70,22
1420169340,1185.78,16
1420169400,1185.80,20
1420169460,1186.00,34
1420169520,1185.95,26
1420169580,1185.80,32
1420169640,1185.70,30
1420169700,1185.78,14
1420169760,1185.68,14
1420169820,1185.80,8
1420169880,1185.80,8
1420169940,1185.70,18
1420170000,1185.68,2
1420170120,1185.60,2
1420170180,1185.65,6
1420170240,1185.80,10
1420170300,1185.70,18
1420170360,1185.69,4
1420170420,1185.80,4
1420170720,1185.79,2
1420170780,1185.81,14
1420170840,1185.69,12
1420170900,1185.86,16
1420170960,1185.92,4
1420171020,1185.97,2
1420171080,1185.92,4
1420171140,1186.19,20
1420171200,1186.10,24
1420171260,1186.05,12
1420171320,1186.00,6
1420171380,1186.10,6
1420171440,1186.29,8
1420171500,1186.29,4
1420171560,1186.45,22
1420171620,1186.49,6
1420171680,1186.49,8
1420171740,1186.49,4
1420171800,1186.44,6
1420171860,1186.49,10
1420171920,1186.49,4
1420172040,1186.39,10
1420172100,1186.34,4
1420172160,1186.34,14
1420172220,1186.39,14
1420172280,1186.29,22
1420172340,1186.29,22
1420172460,1186.30,18
1420172520,1186.40,10
1420172580,1186.49,28
1420172640,1186.50,10
1420172700,1186.49,12
1420172760,1186.70,10
1420172820,1186.69,10
1420172880,1186.70,10
1420172940,1186.60,16
1420173000,1186.69,28
1420173060,1187.10,58
1420173120,1186.90,62
1420173180,1186.74,14
1420173240,1186.49,18
1420173300,1186.29,22
1420173360,1186.39,26
1420173420,1186.49,14
1420173480,1186.39,10
1420173540,1186.49,6
1420173600,1186.39,30
1420173660,1186.40,14
1420173720,1186.33,28
1420173780,1186.29,6
1420173840,1185.99,24
1420173900,1185.79,18
1420173960,1185.70,40
1420174020,1185.70,48
1420174080,1185.59,32
1420174140,1185.40,22
1420174200,1185.30,30
1420174260,1185.00,26
1420174320,1185.09,12
1420174380,1185.09,10
1420174440,1185.09,24
1420174500,1185.09,18
1420174560,1185.09,12
1420174680,1184.89,10
1420174740,1184.79,10
1420174800,1184.65,42
1420174860,1184.66,12
1420174920,1184.50,18
1420174980,1184.63,10
1420175040,1184.95,42
1420175100,1184.89,10
1420175160,1184.90,2
1420175220,1185.05,24
1420175280,1184.89,10
1420175340,1185.00,10
1420175400,1185.00,8
1420175520,1185.00,24
1420175580,1185.00,8
1420175640,1185.00,4
1420175760,1185.35,24
1420175820,1185.19,22
1420175880,1185.15,6
1420175940,1185.45,12
1420176000,1185.40,24
1420176060,1185.39,14
1420176120,1185.49,2
1420176180,1185.59,4
1420176300,1185.56,18
1420176360,1185.66,8
1420176420,1185.61,6
1420176480,1185.59,2
1420176540,1185.59,8
1420176600,1185.59,12
1420176660,1185.59,10
1420176720,1185.50,10
1420176780,1185.50,14
1420176960,1185.62,16
1420177020,1185.91,20
1420177080,1185.76,12
1420177140,1185.86,12
1420177200,1185.81,2
1420177320,1185.86,4
1420177380,1185.96,10
1420177440,1185.91,8
1420177500,1185.90,4
1420177560,1185.75,8
1420177620,1185.81,6
1420177680,1185.85,4
1420177740,1185.70,4
1420177800,1185.66,6
1420177860,1185.70,22
1420177920,1185.77,12
1420177980,1185.67,4
1420178040,1185.71,10
1420178100,1185.77,6
1420178160,1185.72,14
1420178220,1185.91,16
1420178280,1186.01,4
1420178340,1185.96,12
1420178400,1185.91,2
1420178460,1186.01,10
1420178520,1186.31,14
1420178580,1186.21,6
1420178640,1186.21,4
1420178760,1186.90,22
1420178820,1186.59,50
1420178880,1186.90,38
1420178940,1186.99,20
1420179060,1186.99,8
1420179120,1186.99,10
1420179180,1187.05,24
1420179240,1187.20,4
1420179300,1186.80,30
1420179360,1186.90,2
1420179420,1186.85,14
1420179480,1186.80,6
1420179600,1186.81,2
1420179660,1186.80,2
1420179720,1186.90,6
1420179780,1186.85,6
1420179840,1186.85,10
1420179960,1186.80,16
1420180020,1186.80,12
1420180140,1187.00,10
1420180200,1187.10,4
1420180260,1187.05,2
1420180320,1187.00,2
1420180380,1187.10,26
1420180440,1187.30,6
1420180500,1187.40,12
1420180560,1187.40,8
1420180620,1187.50,2
1420180680,1187.40,6
1420180740,1187.10,22
1420180800,1186.70,20
1420180860,1186.50,8
1420180920,1186.30,34
1420181040,1186.51,12
1420181100,1186.61,4
1420181160,1186.81,18
1420181220,1186.81,4
1420181280,1186.81,4
1420181340,1186.91,2
1420181460,1186.91,20
1420181520,1186.91,18
1420181580,1187.01,2
1420181640,1186.83,14
1420181700,1186.81,6
1420181760,1186.91,4
1420181820,1186.91,4
1420181880,1186.94,8
1420181940,1187.01,8
1420182000,1187.06,14
1420182060,1186.41,24
1420182120,1186.30,18
1420182180,1186.31,52
1420182240,1186.20,14
1420182300,1186.40,24
1420182360,1186.40,24
1420182420,1186.60,10
1420182480,1186.50,14
1420182540,1186.45,4
1420182600,1186.20,22
1420182660,1186.20,30
1420182720,1186.25,14
1420182780,1185.90,32
1420182840,1185.70,26
1420182900,1185.30,22
1420182960,1184.92,70
1420183020,1184.97,42
1420183080,1185.27,14
1420183140,1185.08,30
1420183200,1185.06,56
1420183260,1185.10,12
1420183320,1185.25,12
1420183380,1185.10,28
1420183440,1185.15,8
1420183500,1185.32,30
1420183560,1185.64,40
1420183620,1185.63,34
1420183680,1185.62,18
1420183740,1185.33,18
1420183800,1185.30,50
1420183860,1185.72,60
1420183920,1185.76,40
1420183980,1186.00,40
1420184040,1185.92,30
1420184100,1186.02,12
1420184160,1185.92,34
1420184220,1186.10,28
1420184280,1186.47,36
1420184340,1186.62,16
1420184400,1186.30,22
1420184460,1186.22,12
1420184520,1186.10,12
1420184580,1186.02,24
1420184640,1186.12,10
1420184700,1186.31,20
1420184760,1186.40,22
1420184820,1186.10,28
1420184880,1185.90,12
1420184940,1185.66,28
1420185000,1185.71,54
1420185060,1185.51,32
1420185120,1185.81,16
1420185180,1185.57,14
1420185240,1185.47,14
1420185300,1185.52,36
1420185360,1185.77,20
1420185420,1186.02,20
1420185480,1185.92,28
1420185540,1185.81,36
1420185600,1186.31,60
1420185660,1186.53,24
1420185720,1186.73,68
1420185780,1186.66,12
1420185840,1187.21,40
1420185900,1186.81,58
1420185960,1186.91,16
1420186020,1186.91,36
1420186080,1186.90,32
1420186140,1186.96,32
1420186200,1187.11,20
1420186260,1187.31,10
1420186320,1187.61,52
1420186380,1187.31,24
1420186440,1187.21,8
1420186500,1187.61,28
1420186560,1187.82,66
1420186620,1187.52,92
1420186680,1187.21,34
1420186740,1187.11,16
1420186800,1187.41,32
1420186860,1187.31,30
1420186920,1187.41,32
1420186980,1187.51,36
1420187040,1187.21,26
1420187100,1187.31,12
1420187160,1187.11,34
1420187220,1186.91,26
1420187280,1186.61,30
1420187340,1186.71,24
1420187400,1186.71,22
1420187460,1186.61,2
1420187520,1186.71,22
1420187580,1186.75,18
1420187640,1186.81,14
1420187700,1186.81,18
1420187760,1186.75,38
1420187820,1186.75,4
1420187880,1186.95,12
1420187940,1187.23,26
1420188000,1187.25,8
1420188060,1187.25,10
1420188120,1187.61,36
1420188180,1187.25,28
1420188240,1187.21,12
1420188300,1186.71,36
1420188360,1186.81,62
1420188420,1186.95,24
1420188480,1187.01,18
1420188540,1186.65,16
1420188600,1186.31,34
1420188660,1186.25,18
1420188720,1186.45,22
1420188780,1186.45,16
1420188840,1186.45,14
1420188900,1186.35,6
1420188960,1186.31,6
1420189020,1186.51,40
1420189080,1186.55,16
1420189140,1186.65,4
1420189200,1186.55,90
1420189260,1186.41,38
1420189320,1185.95,50
1420189380,1185.71,56
1420189440,1185.81,38
1420189500,1185.25,56
1420189560,1185.11,68
1420189620,1185.55,42
1420189680,1185.15,52
1420189740,1185.10,38
1420189800,1185.40,64
1420189860,1185.75,50
1420189920,1185.22,72
1420189980,1185.02,44
1420190040,1185.07,14
1420190100,1185.32,28
1420190160,1185.55,24
1420190220,1185.40,44
1420190280,1185.55,12
1420190340,1185.42,38
1420190400,1185.32,34
1420190460,1185.15,44
1420190520,1185.65,24
1420190580,1185.15,32
1420190640,1185.45,22
1420190700,1185.45,30
1420190760,1185.52,28
1420190820,1185.52,18
1420190880,1185.50,30
1420190940,1185.36,24
1420191000,1185.35,34
1420191060,1185.12,12
1420191120,1185.05,74
1420191180,1185.45,30
1420191240,1185.40,20
1420191300,1185.35,16
1420191360,1185.40,8
1420191420,1185.40,18
1420191480,1185.43,12
1420191540,1185.25,22
1420191600,1185.45,32
1420191660,1185.25,30
1420191720,1185.20,26
1420191780,1185.45,14
1420191840,1185.55,38
1420191900,1185.73,18
1420191960,1185.65,30
1420192020,1185.65,8
1420192080,1185.75,20
1420192140,1186.05,20
1420192200,1186.05,32
1420192260,1186.05,24
1420192320,1186.25,20
1420192380,1186.25,8
1420192440,1186.23,12
1420192500,1186.13,30
1420192560,1186.25,22
1420192620,1186.13,22
1420192680,1186.25,10
1420192740,1186.33,16
1420192800,1186.55,46
1420192860,1186.25,24
1420192920,1186.25,4
1420192980,1186.55,22
1420193040,1186.49,10
1420193100,1186.64,18
1420193160,1186.64,8
1420193220,1186.69,2
1420193280,1186.59,20
1420193340,1186.62,18
1420193400,1186.64,28
1420193520,1186.24,18
1420193580,1186.05,28
1420193640,1186.24,36
1420193700,1185.74,48
1420193760,1185.79,30
1420193820,1185.59,48
1420193880,1185.59,42
1420193940,1185.49,30
1420194000,1185.49,16
1420194060,1185.44,22
1420194120,1185.49,12
1420194180,1185.44,18
1420194240,1185.29,30
1420194300,1185.21,42
1420194360,1185.19,32
1420194420,1185.26,10
1420194480,1185.24,26
1420194540,1185.19,20
1420194600,1184.93,60
1420194660,1184.54,30
1420194720,1184.44,30
1420194780,1183.99,88
1420194840,1183.72,62
1420194900,1183.65,54
1420194960,1181.94,254
1420195020,1182.59,106
1420195080,1182.54,32
1420195140,1182.69,48
1420195200,1182.09,84
1420195260,1182.09,54
1420195320,1182.39,70
1420195380,1182.44,46
1420195440,1182.84,46
1420195500,1183.09,62
1420195560,1182.80,26
1420195620,1182.39,32
1420195680,1183.04,70
1420195740,1183.49,52
1420195800,1183.59,72
1420195860,1183.29,38
1420195920,1182.84,48
1420195980,1182.79,54
1420196040,1182.49,40
1420196100,1182.79,24
1420196160,1182.84,72
1420196220,1182.80,20
1420196280,1183.04,64
1420196340,1182.74,64
1420196400,1182.84,56
1420196460,1182.64,20
1420196520,1182.39,46
1420196580,1182.59,54
1420196640,1182.69,48
1420196700,1182.54,38
1420196760,1182.59,30
1420196820,1182.09,56
1420196880,1181.99,60
1420196940,1182.19,30
1420197000,1182.19,44
1420197060,1181.94,26
1420197120,1181.89,54
1420197180,1181.44,46
1420197240,1180.69,100
1420197300,1181.49,86
1420197360,1181.14,58
1420197420,1181.14,32
1420197480,1181.29,48
1420197540,1181.34,44
1420197600,1181.69,48
1420197660,1181.71,18
1420197720,1182.34,40
1420197780,1182.34,26
1420197840,1182.34,22
1420197900,1182.24,44
1420197960,1182.04,14
1420198020,1182.44,18
1420198080,1182.19,12
1420198140,1182.14,32
1420198200,1182.34,82
1420198260,1183.19,136
1420198320,1182.64,58
1420198380,1183.24,58
1420198440,1183.54,28
1420198500,1183.79,66
1420198560,1183.44,38
1420198620,1183.34,34
1420198680,1183.29,36
1420198740,1183.24,32
1420198800,1183.14,54
1420198860,1183.49,34
1420198920,1183.04,40
1420198980,1182.29,98
1420199040,1182.44,84
1420199100,1182.29,70
1420199160,1181.69,66
1420199220,1181.79,62
1420199280,1181.14,114
1420199340,1181.74,106
1420199400,1182.14,60
1420199460,1181.84,118
1420199520,1182.04,34
1420199580,1182.54,80
1420199640,1181.84,56
1420199700,1182.09,90
1420199760,1182.49,52
1420199820,1182.89,82
1420199880,1182.89,46
1420199940,1182.74,78
1420200000,1182.54,46
1420200060,1182.54,54
1420200120,1182.69,30
1420200180,1182.49,58
1420200240,1182.64,48
1420200300,1182.74,70
1420200360,1183.04,50
1420200420,1182.74,22
1420200480,1182.49,52
1420200540,1182.09,56
1420200600,1181.90,52
1420200660,1181.84,50
1420200720,1181.94,8
1420200780,1182.29,54
1420200840,1182.29,36
1420200900,1182.49,28
1420200960,1182.74,20
1420201020,1182.59,26
1420201080,1182.59,30
1420201140,1182.99,32
1420201200,1183.64,44
1420201260,1183.09,38
1420201320,1183.14,26
1420201380,1183.14,16
1420201440,1182.94,20
1420201500,1183.14,26
1420201560,1182.84,10
1420201620,1182.89,12
1420201680,1182.63,14
1420201740,1175.63,248
1420201800,1177.13,254
1420201860,1176.99,276
1420201920,1176.85,178
1420201980,1176.19,164
1420202040,1175.59,156
1420202100,1175.23,256
1420202160,1175.94,192
1420202220,1174.62,188
1420202280,1174.45,308
1420202340,1174.14,120
1420202400,1174.49,166
1420202460,1174.59,80
1420202520,1174.69,90
1420202580,1176.19,216
1420202640,1176.35,114
1420202700,1176.71,108
1420202760,1177.37,182
1420202820,1178.21,148
1420202880,1177.04,66
1420202940,1177.04,100
1420203000,1177.04,64
1420203060,1176.69,76
1420203120,1176.75,32
1420203180,1177.05,36
1420203240,1177.10,6
1420203300,1177.25,88
1420203360,1177.39,64
1420203420,1177.54,30
1420203480,1177.14,30
1420203540,1177.10,52
1420203600,1176.49,144
1420203660,1176.64,64
1420203720,1177.14,34
1420203780,1177.14,104
1420203840,1177.69,86
1420203900,1177.74,96
1420203960,1177.75,88
1420204020,1178.09,84
1420204080,1177.59,78
1420204140,1177.14,46
1420204200,1176.51,130
1420204260,1176.19,182
1420204320,1176.25,94
1420204380,1176.84,62
1420204440,1177.21,92
1420204500,1177.39,74
1420204560,1176.79,56
1420204620,1175.91,142
1420204680,1176.39,126
1420204740,1175.71,122
1420204800,1170.28,524
1420204860,1169.38,416
1420204920,1169.95,362
1420204980,1171.05,222
1420205040,1171.56,216
1420205100,1171.00,216
1420205160,1171.30,118
1420205220,1171.37,116
1420205280,1170.82,96
1420205340,1171.53,134
1420205400,1171.80,84
1420205460,1171.67,154
1420205520,1170.97,138
1420205580,1170.80,68
1420205640,1169.40,182
1420205700,1170.60,198
1420205760,1171.40,136
1420205820,1171.77,100
1420205880,1171.57,64
1420205940,1171.85,90
1420206000,1172.25,118
1420206060,1172.51,82
1420206120,1172.30,68
1420206180,1172.10,72
1420206240,1171.81,78
1420206300,1172.42,66
1420206360,1173.19,154
1420206420,1175.01,208
1420206480,1174.80,212
1420206540,1175.20,124
1420206600,1175.25,118
1420206660,1174.61,108
1420206720,1174.78,108
1420206780,1174.90,86
1420206840,1175.30,38
1420206900,1175.00,38
1420206960,1174.70,56
1420207020,1174.40,68
1420207080,1174.60,20
1420207140,1174.21,82
1420207200,1173.60,158
1420207260,1172.49,180
1420207320,1171.83,148
1420207380,1170.59,240
1420207440,1171.53,200
1420207500,1171.00,80
1420207560,1170.90,140
1420207620,1170.13,94
1420207680,1170.30,232
1420207740,1170.58,114
1420207800,1171.93,108
1420207860,1171.31,116
1420207920,1170.84,96
1420207980,1170.98,88
1420208040,1171.74,120
1420208100,1172.69,142
1420208160,1171.99,90
1420208220,1172.47,70
1420208280,1172.32,88
1420208340,1171.43,74
1420208400,1171.36,98
1420208460,1171.34,88
1420208520,1171.40,134
1420208580,1171.29,144
1420208640,1171.19,90
1420208700,1170.87,104
1420208760,1170.28,158
1420208820,1170.47,74
1420208880,1170.82,80
1420208940,1170.82,70
1420209000,1171.53,164
1420209060,1171.63,70
1420209120,1171.37,182
1420209180,1170.97,60
1420209240,1170.04,112
1420209300,1169.53,214
1420209360,1170.64,132
1420209420,1170.22,82
1420209480,1170.99,126
1420209540,1171.37,152
1420209600,1171.48,176
1420209660,1171.55,126
1420209720,1171.75,42
1420209780,1172.43,154
1420209840,1172.16,188
1420209900,1172.77,96
1420209960,1172.47,164
1420210020,1172.47,138
1420210080,1172.37,54
1420210140,1172.29,114
1420210200,1172.27,142
1420210260,1172.17,150
1420210320,1172.43,116
1420210380,1172.13,84
1420210440,1172.29,134
1420210500,1172.48,56
1420210560,1172.25,26
1420210620,1172.35,6
1420210680,1172.35,12
1420210740,1171.63,68
1420210800,1173.12,302
1420210860,1172.34,218
1420210920,1172.93,146
1420210980,1172.24,174
1420211040,1171.83,220
1420211100,1172.12,186
1420211160,1171.85,84
